Account,Quantity(GOAT)
Ee8ega7t4LyDmfinoRNV2hTa5U19U73mB2aDK5S3vP1E,149200.00
3PErhHvbBJDHgjEX2t4H9xTp77LoUsa261hiwtsaokkp,148941.26
BFSfcjHedjKW8wTQiyrnV5q6rF93kV22CNudjPzb9NA5,147956.27
BrTJ4MmfxsSLMqUuUfa9nn55cKxr3QfHMFJjpdjWGSyu,146982.22
EA6jpzrQh64U51YAaA1ieQSDxYj4g8ARaQmPmpJbkHED,146568.86
4y3VNTgrMBka7HiTEhbTRSwSd1UCFHhuUYxeFNriAKqf,146526.71
HehxpqdNvuWdoNFAYyGvKWZMxv5WXbv2uTVB81D6usSr,146425.40
EpsgLakd9Zg9epsFQicBgYwFfUXhD6t29J33s7Nx7wY9,146249.24
AhhgymDGffe7HzkUq6pG9pQnrvcmBFHE7UFRjtnLVHYu,146079.78
8mmvKNsCiUnUXZacDaMeoxA7PgtNiHqdsRDpBGPZyvST,145662.78
3jTiuMJPfmSHEUuNnUNwhY1QRRdTodfmovpRGm47M4dL,143643.02
7i6e8TFiPFD2dPQevacXobrLG8RNyFDVXUWzCd3ysLtr,143470.99
9iPx3d1h53v1RDKavr63JhntVFaschnkb6o2H1QCqni3,141135.95
6R13TuP2wXteJFKLyvyipqjw9skfyiBZg6JVH6RbfuSd,139104.75
88C7nhj1qTKaDhE9sTNFK9BXsC8hphvhc9oT3rw8YXV4,138564.03
DLSuFfgeUMPF5ytQytfcaWADTsQiYYDkNuBnMcanVsF1,137276.54
Ai61Rcycf59MN4rvHBQXrZ6YhTsmuY2xNxmqmu9DbGoj,136960.38
TvkiA8NtzQgx5efwF8nMmRoUn4WR3tke6n63MNJt6uA,132547.29
4t8fnWx6oeDVJzpjp2Yh6qQihTxbVCy6aomQLUupmUc5,132065.70
FsDTxzhXaUi5qD5vVUa8tNZJY6TYXv7TFYTgBEr66fYh,131609.14
2vALG8Z7uHjYZiFqQhkSZXftA6yfC3xLoGDK8zCNR8n6,131442.42
6Ee7NNNNCfbSXKD1u81616Qyj1jK34DyWvvH5BCEsMFU,131387.09
7QmHA4TzPKoPUts759ADsPbJLcWKKB39MsxRF5HwxP1m,130127.32
BYN8BfqXPef3YHUvmjfHyuVM6cHCLy72Y7TGrPt3h5mx,130000.32
NPwFAudGnZt42bdko9UbeBpASsqKFYixdtQzoP4ggub,129051.52
C1Q9wPzuNGqTYxZ2EhS4BsFCTpG8GrkAMrLD8Jd5oasF,128939.20
9grkchsRuQ89E4xR1dVv7Pfi6hXgHSuvDu4sh7VvzdRk,128865.74
8eQ7p6cBh57pESr6oHT6PS9GtdLQdJVYebeCytf9mufe,127744.88
2A1yZWN3zGyqqCDKj7MwzMgC3c21FnLQzioRTk5G8fMA,126668.08
GtEUAmYBZXHivQMAb8dYjugpPmjqayyJRuXSU1rQN3Qk,126262.90
2XWesAcJa2uRR2SGecSWCCY6mgt8vZ6zhE1oGy49vauT,125489.09
C57RBagtGDYpTGxwG92gSKQ5ptQr4Wa9qz3yDBB6uu1B,125000.00
ENCQ1VqEEApNMwYWq4G7SBAPmTeYNeYeupfrqrBepcRM,124425.68
7fRFuNE74wNF31EEXp1ALCWbRiWcuz3qNNEYWApDNxb9,122588.76
HqqzZC5qsNKtZBrBsYvbXhzxUQaADSzkDaifHWe1GvEH,122555.53
33giwemJp2axz85yvKJw16pjKgvaMXoi5pzMaNbUytXw,122397.62
AUNpkzaTMWzEoRkuywD3g5povZpC1tvDafwNVQHNkFtH,122212.92
AVh5cz32EsNqv4rNrVTbKW15AusyRYCFP2bYQRrJQZjy,122027.15
DDCTxNkXH4fSncCGURmihNiSHkYMwPE89rCyvP6S3Ciu,120895.74
HnfcfVfNMyLn9AXv3jZRusq4jMw8bi3jzUtkc2vZeWoM,119827.74
67Lj9GXuMvUgd8PVMv5Hjzky9hLW8kzxm32tqRYQY2vS,119689.35
8wfPLbP53ys62x2NSQKdBNcwa4Rd8yCmMPSDr3g6HV8k,119542.40
BBqy6gAVMzRH1S7y9XvBNaS3axRovqe2VgNrgwYc3mYM,118531.30
5orkNRJPLTmGW4MNcKCxNhRNad4sm9HMRgVZzo7bbu11,118284.16
DdNAuUu6rbvDd7BAYRFBy5MCKb5tvzGpL8rYxk7ScgVf,118131.71
3Lgnkywmd32ffDGNMBb77hRWci65kGn9wsiKFemhJx3S,117970.01
7rhxnLV8C77o6d8oz26AgK8x8m5ePsdeRawjqvojbjnQ,117126.71
7xhg3Bn8y4UM8hCSybUcNKTxyZy2GPmyW46PtqTfQGZQ,116941.24
Ffzo87GmfCKph4DDwZUfkx63YoWjdSVR4xQQ9HVGQVkL,116635.01
2mcJNG4zCFQnCyxoZuLxaVnKCHo4VPioFGgBGrHbkbEy,115704.07
6dhGy4rjDTh9yJnPgfWScVubwUZbqhAna6WWnka4x2L9,115130.18
AfQ1oaudsGjvznX4JNEw671hi57JfWo4CWqhtkdgoVHU,114821.72
5ivBx8UAZmfHqE7MEdPjBRwLv5Z5YJHdAdAnhLFjUiPE,114771.11
HfvGgguu3R9KcURX3yMRv2oFKA9S7pSra4Gf4XkTGAUC,114758.38
6UenrSBaBx37oXpAyCHyaXWmLShnV4CuGaDBKk8JC5ff,114642.57
FKtcGqhcnZgJTz1THKDF8KQvtpfShBqPqy1BsEbsAf4s,114415.41
FAtt3dG9guBqpjezNHtYjFVboYwvhMxaKEvwS3E6B2ye,113845.20
26jArN8WRWFb4vrB7ie9crNtDEENp9mk91mTA1vqB2Ne,113414.93
8hcn56M6748fS93vYND2e4RJE1xs3BnnQSzab4WVNKxG,111866.89
22vwYFubFoTVABSFocpNUo6UZXCVcLuMxynTXxZZ2ZEh,111057.09
DQEY7Qm9mneCeMCE8cFjxytuB3SghyZuSUHzfCR4Ngf2,111057.09
Cv3e92DokzjLbwWqB78UVJ8a3WgXeCigwTdzszGgcf59,110000.00
H2jXBDSUA3DkCQP4BiADXCPAgoCWmyzhHzkZxpfj6RVT,108517.94
5yr7qjgyLivanDnZkXeep2ckEZkzMccPTKFj6PxFQeWF,108491.17
9ugnjCV963wKaSbkRrdMfW8B3yrgP46fS9U6TbM8Vmr2,108447.81
6RLXxFPttXRac2oH1Ldn7Wb3PXeDaMMKRpPRVkZcmJfW,108403.80
CgANddXc7FKSsdLSdFv67X8faZqQaRTeLMXkAVANkZD4,108382.04
Edc2kyJRksqwv6Hn3xJgWamVBxLGoL6rcr8dnyJujJoG,107628.12
ASUoGSz2fqPPq5soyUmP9oVTjtWfMMZ7X7KcRTo8vAjo,106980.05
3c8xibyi5iY9EmhJhLbWVRPkXM6Sz6mZzYtxAC6NtySF,106324.83
61LN15tCPYdQeTWUrAKycdjWmHkgFoxRPMudKDwWrUCX,105661.80
8EoHYKeNj6CUX2gKaTAYVd6d9FsfGaoUyQh1csxSx9qd,105000.00
9JUzfoJiDiMqsrLpqNKoFH9MQKzBmZBbU15D9PvGNS9Z,104990.41
6wqKJunDS1QNpVpWTyiTnMWXuj6uRWedn8QJUkG1THpV,104835.30
Da2nUpVT5NJF7m9fAW6XCzeq6aae8jgMjQiXmSnPMHRP,104314.23
BBa55v7fey2TShZ7aHYZS1MnxViCe1g53yVexNUSPpuC,103794.90
2tdak9xHB12JkFjLaNb6rswiQ9YGxoFS1LtJdJn7n8Wd,103187.84
FWtEX3HELUVncY8EPZ1KTS3uEKzFjBpq1cYLkk5RTo2B,103027.00
3Jy4vahMC6CZxntzkFJTtbT7wkBmXuWDyNdA7AprdcH5,102979.95
4jT8UeeMcPZqCxASRPpEaygziib5z2tUFZaU6j3pwFym,102544.53
EeCUB8rZJerXcBEHJmR1pi874pVZwPNQmBjz4foAyJmU,102487.27
3NMDSDJm8p7N3BozWzVcKHKgRR4HeBWV4vgB6fzYx8A6,102183.61
HPCQUnUKbncxUF1LVMKRijkDPE7rr295M5oPaPgv5W8Z,102101.33
5xYNhZRW1rEofFon3X2JgaZtrnu5vo5xXD61jHof3p37,101758.78
Ftta5S8NEDBWQi13MyAra7USyewf2piPyajsUyk8TFKj,101185.64
4Yo6QDCpP9Hzk5H74zRUTCtPCt29zpqmJBvnoMeqSaag,100784.59
CggEmGfFu3DomB7QrRfKwQGQqEtUBD8CJLnE5TuX4VHF,100580.50
GTMSt6pZq1AUGqhQtV4cxTTzVtaBcDy1SrqX63TQZ6Kc,100531.49
Au8nfBJqmwsnJWYX5D5hUgynqoQmFJ21zRGsq1U5Lrsy,100453.65
9WfbMMApk24kpPy7NdsyoEar9AxqfjxuZJHhAG4ugpqw,100221.61
5NyD64M74YzqZC1HwEqLRCM9yjN9AtGvty8pqj2hwmwQ,100168.41
AyB4z1SpT371HPvkN1GstvQs7aucmbyKW1jFcgqfGP61,100141.47
CZfK89un6nbKaVyXam1ZxC4wrQF8xohYMCrm5GiKXXye,100029.15
8Yhyj9zFeNoEsTZELNkezodMwQGNKRiYXE8JCxq5Rrj4,100000.98
FGyhdyFTmnJkJXqZVh2ea6L6deSgAWGxk3y5yGQzJJyX,100000.00
HDQV5m8tLLrMdZgwDGPCr86SH5T6iJSW9s91PH86R9Es,100000.00
EXbebJZw9apGQbcNEaw2Sq2Cct2iBWtAC3FeZr8eCY8q,100000.00
9PCfqaYxb5DYXB4S4UU2R5tYxTomcfSuXCExyWNQAXsM,100000.00
HtJzXr5BCSTuXfMZne7MBUgNXu1TpvW7v7yNkLDuaadH,100000.00
4D4vCCvvgpRquQeJm8TseGFXVoJAEdCZbenxRkCNMGyJ,100000.00
RB1B15wvstVtCojpkEgayAaatuKwg51uoNCu8G4WQpd,100000.00
CQ2zU8GasfoPQY3Zp1JwXwoytf8FcwVUSJpjvcbLL8yA,100000.00
7SPB3L6kh81mCneLk1gLDf9BSXYLTDy3gXHZgjkxqp3t,100000.00
ANtV9TiPvZDhBmodxWpQhK4cFwFrVDWqXwDvk2EQWVU6,100000.00
Avc4fcAvrXRNnoEjwRVgM61EjwKX6smdPspGQjeRWLV1,100000.00
Gf59KszTWLSC9thikHCRnfNRSmX5WwuBM5y8HS38KVkS,100000.00
DJ7HKGtTUzCUWzaumSPC2GpYynqENurQ7LzLffiLjGcN,97662.75
BpC1DtCQZ82eRD6gtwwDuLFcCju79VcyJGbRAq6XkQgp,97135.24
HMGQKCXD3SiYJvQRHnFpBzUh8fLzGEELJpBi4mn1s8aK,97072.97
4WfPCtnXkP9iYrnmTf7N6ykYoui7zBmsQdGZRu2f2auP,97005.57
2guCd4b5FVRTAnp98EpmvhfkdUAxkAcrP6h9NPdtYAz2,96990.36
71hbhFg3kuGRZpWVmWckRdskn1P7NEhRvnr88jxnRQW1,96552.92
VvYrFCuDL7sGGnTmq2MFip6DqCvTWHTaAiBQuFm7w4D,96326.75
6JX4XsfDZmNcAuXaJAazSH8h13zU9nLGegxo6Rf5t2W5,95381.49
DjUE6cqnFcicfVdJZVmXxT94qEk3sd8GBoV7E7wVp7he,95206.00
FvLnug3sTsQE37pfG8aQTymGwjxY8viAmva7EGRVUeem,94902.84
EZLuncpZNnfUmBgggQaBMFE4XrHeBoffuY2uWxnPtFgr,93871.90
8bDjxZPpVLKYsZbyAwCsyvRgnZVdmtpaqK8HVMNXRUgH,93869.28
9SwT3wrMc5jHsMfBhTfEwHyhRui9cwG6Ss6GwNzSPXVR,93676.87
Cn6tgrCrksAjjmW31vdndsmKQpnmpZCcmezCQoCMdf23,93053.65
HRqgQcchwFDPjjiACp1wMCUgPuFzcPa3FNQED8NFKySi,91898.02
47qgBcQGEBuWqNsE7QZ8NsXoe6fm5xLV94TDoYJzhgUV,91571.68
21yA4KG4JYN2HoMpnr8Jr1H6dP13zXdzXAqcE1PRGUQK,91556.01
HKzaafMi1oUzekwmvuUizhAwqUk3PeM2XAyv5VUQDsSZ,91161.20
9FDvfM1DKUcVXoqJQkbbpk7QJfXZncF3KdPcErcJ3uGr,90957.27
5V3Dq3YLqyYzEyTTnKZ1Tdd4EF4YEJ9KrAiQFyyqvHvW,90824.92
2JqaSHteXLu6BoAvRSiUiAux5WLQCwaFM1H8Yfng3W9x,90469.53
9VZcDoq1pdPR8ZMqJCtMy9eY8dx9B5eaE4A9CTytZf4V,90077.27
rePP6BbHdXQfbfFgURkenXqVpGvempAQfUC9rB3yB4U,90000.88
8zGhLMPGQbfVwvmmq9d4brWhUwyqVEMeuGUarXAmSRpQ,90000.79
8V1VnqJNEmxQzFbCNxzsLWQS6auNRfdLEYXRFcBqNaHS,89487.46
DWr5XQTMkCKvtKhhkCXCUhG9aLNaDBsM9FuLw3qmCjfK,89230.00
ERoLpcSzhk4oeJt6SwNWDQ9coYXSHL8Ge5bncmG6GBUQ,89039.27
DdZR6zRFiUt4S5mg7AV1uKB2z1f1WzcNYCaTEEWPAuby,88643.46
2yoBaPStt1Zpswn8dGL3DLo4z4v8bRECQwFLsn1VVwWK,88230.45
HyEhBWit29oNAH1gyz2kYZSvMhudRiGHDeURuHH5pKqK,88025.62
EetSbSpDG1xLEh4B2R7ipx35esUrKLUby2fHRcfu2Uz3,88018.67
Gk5c5ntniLjZbgoso41WagmCB3Q3gyEXk853NgaXAHtQ,87737.02
GYCsgEEGcQ4zcUkvTJFfHbQhqPYkyFi68eaxkUMk2mZJ,87496.14
GyMiSu2tfrY9PakFd3HqV72DuzfyuPLm6sP7mq7cV71v,87307.26
ChyppzoPYTdnMYkzTCFvt7MoA2LZGiCRb6MTBwJW6QkE,87302.67
HxwyscbPcDre7Bz4nrmvgugCtgd6Vxc7Z9c7KJzjzLav,86979.13
HJxk7Cue5tSLuycRxUTwszK6KP71S3vrBWx3MJSbBxr8,86781.29
F4p5dVTndDTq7x3gvkWr7HU53imachxDowo6LC6KaCtA,86761.24
3fJSeosv7XRtiFX7LmNtzDMN5C8q5rSbSbt6VkiDxzSw,86712.95
49mvMufixEbUMzZEUVAnbQ8hLLuEWy789XfKUNTz7wCv,86469.94
EGjNW6X7WHJQ7HT7hB3WNEK6t6cdAESUvwaP5cKre6bj,86454.80
99nLLRTnp4bn6eHgSqXPX3w8bPjw7KibmgLhtG3KwGpV,86252.36
ASVGwyebjqiag41gpbm78bQW3RXweE6i96gwZBNABLWV,85837.59
BAxYVtqZSXHUZLmWpW3FSfuEcE8MyzrPtKhGiKaiX1Kb,85737.84
7RmkMNQerKaVioRnmqZsHM5Gm8F3gngQG8umLNoK97q4,85344.80
B8AnMjYmfJXEYugqxCrasujqm6FQBuAbeWePJiW37oSJ,85278.81
G4ubwWdckULKGHe7SEEfM946qhArRHSrpjLWj4rjjrJC,85000.00
BjqQdzkVshgwBF3bp5Jf5d7suc25fvys6tkJmL9PtorP,84032.13
CPt9gAPXGWmGrk42q1RndpBs4j1gsEZrSnHMaPzMyi95,83932.56
CGEB3DPZBDPUWSUjpV2t797yNNCHNP7DbkKeBYCCGaBh,83572.20
84fk9Y7yvWcQ4d2D97BdHnK8YuZC8fcc4tkztZqRZYDS,83158.09
2Kr5MG6mkBXWUGXkYVJxmgSR5sLaFmkkHGEQDUujmNKS,82847.18
3zwKjhiMH9jm77C9pSYKEQW6hZngPTPf3To3PbM4h9U2,82797.80
FNnmyoZCh16KhUuyuUjZy2THaRHynsHpfcg51UAZdpTH,82730.78
EhwKLv1LjEjEfZMzpoUSkMobQZXHp9UwAnBENxF38VmM,82552.86
CAVjFhkCrHiHPKYBzmpjMSRFJN7PgfeeuvHiUAM4tGSo,81938.87
FJtpfy5wGPLkY8TVmwW4BRHZ5CpMVgbp5qFo8j1hxQVn,81144.63
6RNZ5oAzzgTPJVqgnfnCkWSZq2cjksmP9mFiC7bCkaLT,80664.26
DdFxi8bEjrt4ijBRBi5FecckJJyRtqZGU5PWCjUPWABr,80576.74
34tFidYnJdwzv9oDX2MLz7VwxFJAXGMdaPiF16gNmUXy,80332.70
6efM8Ga8gzW53VQqxAQvhgrgWEtg5KiLEfkFiS1mF7kb,80000.00
9xJqtSLkZSg8VEco89VnCGdxeHSHi3r1LEiv43DrvLQZ,80000.00
9aEV39MiGN5v8paaSHuKsdDKzsuxpa1qBshGWRtTMeHm,79690.79
F3Jb8jG6FCwMKt76JiAcuxEPT9dLSWmNkz2EMVRi3btu,79628.48
Hhq1M7jZZ2AMEizChwtjvwVsD67aqJqKNMiB8i61rN6v,79197.01
53vtVnqGhJLD4mxRcWsNvbh6kzsq24hAu6261WbiwNuz,79051.73
5Qp7cGpTHdxys66NyfRGqh1Zu1ZovQkWZT9CzVk3L7Cf,78734.22
Aca8KpkhjK4fGuYKbscFzDJeTpreRak4Fmp78HsaUjXw,78691.53
H7nHE28giXCeS6b6eKutdL5VfxUUYyBd3DcLzgQShUci,78549.13
9VN9Zp5hbwt7oi94eDGv9Lh2GqSihkPwvoU162diRvZq,78490.45
2vbY9UePnabv1MotDBazvgmNaNJvz15EE8cJATJuLQAv,78389.57
7g5kqSaEHtSh51vwpC9g33r6VKUZAMCBjArz67nCCE4U,78349.41
7r8C83Y195nQm96JFWNQauAEvX8xQkZWEqdghWHA6HjR,78327.41
EnRef4rmKTPTj4179YmHkmxZbUinZqGdywUXisKx8Mw1,78263.87
4UP7t9p3HEd9gfF9gFKkGa1ZvLXFS2naHgnxB4fwpLfS,78254.95
DYHuJTmTjwymxWYwkfLq1kbwtwaxE1sitAmMR1oYyset,76917.22
BQqwcP1jw7hAy6A3WJxnf428SXN2Mt4eHiiEe2Gmmc8V,75465.00
dc5aW8fCRyQv8uortETAkr2i8PbEq1LDBEZDnJJ2CMQ,75144.04
21otKGFbnxQTshwkxtN8XypXm7v4XwzNigj3vwctUE7p,75108.60
2dEuywXeUZnFbZ5UrqAHryU5gUkFX54stF7nX2HpAXSt,75000.00
BSbugEbzYiC3rxhYHZ8wdVrHCbMvYEz8TMtT9AGHNK5B,74967.42
GaiHCKExxnVJKTm8sFMqpPThjToGAvzXfKPp9qF5uope,74890.00
8bsy8NYZiLBcAM92HYGGaRe2hzhHGyMJGjQgTWJEWsEx,74107.94
4L18QzwSfX145DC2Cv9hMjgy1i8BgV8owpQS4KX2X41B,74001.23
CYAedqR3trrjuL56vqF4tTs2SZE1XBMTkRYdDWNR2xnA,73923.67
pXVAWGuCtRsdacPWNveftyYgdejNWeXjFUZ3cTrajwG,73880.22
27zHF4Y3jYPwAZJZaG71wCDdbGywUmMKojHzyXo5YBXv,73704.58
7XChcf2KvJ17oFAjvkswHHudqv6C2BFJhuhP7isPE6aj,73407.55
564RQsHkG8gQPbmXZjsTy3E4PRaxPYNZSnpkYKJuVv8G,73010.70
A7ahuXBqV8JUt2qoJxHQ1Jh8TBEhCs2mELJXCgqUHkdC,72989.24
9apwBsM1FXyEjGB9pu4u49UPFKDqRphjH6FD52AQiWmv,72651.00
2bdaDdn8ZeAkAbkvyjqyvhCDxVtCGVJUdLWDQivM1go3,72425.02
HiW6EFTTv1ML3ZtRkMaqyRKnMmnKzNyopEY7VN1kYpRf,72158.16
5VnnDb6r4i8aTw2iNTCiHt4DmbpKnPBZQHNp5QFA3pgs,72056.59
5mJUkwCdpM4Kdxf48qEQqPFgsPenLv1t2J2ejR2mpazf,72032.38
6wyJY5H24aDT8LAnAbotx4chJkvdMcZY8txJpERB5Z2q,71687.44
6jx29EwmFV1CWNR7CC9hoGtmR4TkkdD759LWiXk2XUYj,71122.28
HCP2jRyXKWzM5Zw2sE2jPDYyxdhF7MRmybNgBYQGEdti,70994.78
3Ln6KEgLoMR2xFHfqtYazP7CxFQPDtUVVtwCVsLKVfmV,70932.07
A76D4gf7r1BVNwWhUKSi8cZBdjDBxEiFbMWHaWXLDruR,70419.48
A2j3E6Cqk94SXq34mFgPhWpJnbpxVRjdFKq9dfx6uaoC,70111.37
DKnnTxFWPDf1toT18QUdK5qCtHHH9ReVdTvBae5yV4UT,70007.91
7ahVWABCLgFawG5FBvcSNsp8DZEPe5nxkYeXGv2tSxt7,70000.00
6nAQH3Uv1TuBxB55TUYQNzikcHMm5YSwaZ52HijbxPqi,69335.60
CDhUgGEiUxx1aTbnoiSAKcmBhnGUFRQ6AMzuLQRD5VFZ,69076.14
ZP1GVdpB8JuXqw22r1WTMua5FrBXM2s7gRegCEj5WLu,68998.39
5Re7jWdSXdJsx7MPkXHbAPoC2Q6dYyEkjN5hsgJy82kR,68945.04
ztqQ4TNC6Yju9zJaK9ZsPNMjxiUqjiT6rP76eeatgTy,68911.66
3pd32PL5eHiB3F2mynUJtGjGSDbX5qgwdUbSBQ6oQWu5,68547.72
7PKAb6JH6nnSQFzp4jmCqYJDoYdE5V7zw4tGvTGvaWZq,68527.22
J2AN9NfAaJxtm5expcLrLFuWXNMo7PzS9RejyfAfaZa6,67930.83
3vyBGmLgrkcHMmj6NCnquCeQtX1epcnivabknv87bWQB,67914.46
ELDsApJJGyZknjqSmDvSAMDSSXAfc6oionXL8JcYfvP4,67729.55
5jJgW9tvgeZSkVKzegVfdT1fPCrbBxEGVJN4iJeYnYT5,67455.54
4bvsT2fGPMVJ2CkdD1KmQYeJRPB5Xt3hsbPUcHwNj9JV,67200.36
4UhUPaKHo6tzh9SPRKmhZYcXxbmDtPmWzXAqg4z4DcV7,67123.86
AN2EkGWCnN4Yb7ZUmWQxqLFbLo49E3GJfWbqKNbqXgKB,66992.30
E1TondUSVaXiML5veGoX3JDjUuumXfCH57wWotNG3JSG,66415.48
4oi7FrfftdxHKk5KThXKkYFr95iNohDpnaqYeqmpzaeq,66277.66
BD8MEKig9gjofH4TTQtNu2aQekkCsazVZ6JEMtZB5Nkk,66143.51
J55uBcmKTswht8yqeChpGb7JiYknjGbNEzpwKANLXMHT,66068.42
4WPSyMZdSupQ4d5S3As1EyqGnAFqjpcsTUY6KRMc3bH3,65690.07
Qzrao69Zjh1GoeYvegeyJsxtguv8vyPvPwM4wvhQNUd,65469.95
DzaN1ZvwQwGEorTnEpgTGbwMjEMt2upX62twX9DjR1yR,65461.97
9FrVH3LJgro4CkT7VemAsMwCSvZPYqXXEErA39yd7zit,65444.29
3UtytFs4unmXjbMfwQR1w7Vq5kC8FHPuZD7hAY8SKdLi,65255.74
2m2q1MEKQCwWLY36pDsJqaLihEcGqfh84VcuZQbQN8tT,65174.84
CYtMFX5x9S6sMp9wgX8aGUzLqAb8ZWpWtguj311xSkTF,65000.00
6mDCFcKBrDudj4SmF9uTrjgp5BtBa86uvjXVbLua8VLR,64835.10
HyFp3JhTHSgNCRfo1V3mZGdj33kmmzCGMthL3ULiFTdt,64406.27
CBviHjLV1JLymEngxm6cA4Yih7HetubuiQiQvj94Gk4u,63530.13
8ajcFWdN22eT2kPQajiWZbimrYF8amdGCnWHjVjBPtyq,63302.15
5sTWu4vXXTASdJ9aRNvfCzX1nWmb56hQ3FJbDeLtjWDq,63018.89
9No37FW8ZKCBgaZZqmjvetgtcdoUhvABmMJmPBZT8GU,62936.53
CZ5oxkwYx7iHTSpPmtDkVS7mQb5YgYeB96MNhFRWoR3b,62897.61
91CpUda7hCvEPZ2ZANYxG4ArAuB3JKFWpeUb9aBGQFZy,62565.40
8iopsWY3DjMHsXFdqTz38MQsc4MJjP9BsjnSxuQaSKai,62496.90
BDyrfwgjAZmjeFx1uj5GirnpHGxEvbX9bCctF6SASASH,62491.83
5cznTUb4nvUbYevzs1fDFcJgCnmKm7oF1MTcBGhghCUx,62281.80
2aQriukRNfkTm6QMqhRVSFHzNDUHsNEWMf629AyLt1fL,62240.47
7n3PQnLo1E1t3gd6NNoLmAnpdmtSuayp6A879AVYXAuY,62040.14
7aKCi2RdCSk3oSD3bjrWhKZUqaYcYfgWFmZpw8Nxf4zi,62039.47
BD5jNJn3V1roU3GKKGkoKZ64GZ21KZ2Q25yAByjKNEye,61917.37
6DwKeKHnF2rg8ywXd3RGyDPgBvCCTtwjh5HLESym41gV,61697.67
GoLjPyZgsMWDnGjjxsEiBnDcfypdcVEKSPJQ1yuV2Zur,61596.73
54B2RL1LggHn2DhBir1SKbcmvpJFzvezVheGaLJZDWAS,61274.72
BcvHkhC3SzaaBsv1uT4rDmpGee4dHRV82gvPb9fekQ3q,61107.28
CuCKhjpMtN7zPvXVfJJsNFs8PECGV6NpTi7sj5HKQiRp,60816.21
5UQNLJ46s8KodvNmTGQGLZjAVr9pLD2TxKukDjKG82H8,60809.22
3a1KCy1h2UDritMxt1mcCSnuPAqt1sMHmEBSeduw6yvv,60788.37
7xDVg2gVD6q3uqxFuAEhmLXv6edMzSv9Ef8n1w1Mzody,60414.57
8z5BWXRUwTd7ag3vSK4AwZoMr2U72c62TLxa6bDxiQx5,60395.05
CHz3JffkTyA9Nk2Bbj94TQgGRA5vwNNULPzTtFpJcQiA,60338.26
9EtHJ9TwnjNqFnyg4mWVBJ47Z8dtjrdaAfvDvXMWNXaS,60015.90
5PHNtGiM6Qbb5QYGKMqsqPSV2Eyfs4VDbxPDjvj7Yro4,60001.19
BJR8uwTh69g62DenV935u9DLuqoQ4pi2Xd3iRraRspiw,60000.00
8bsTezeP9Gb9uxTG1dfJnzYEYcip9qZiMoQqWvgPHqfg,59810.95
7RqhPDt7U6ZtmnqGe3u12REeqKuAABNGPFayL5qFW99C,59553.28
3DFCjj2W23C19KamC67Z5wTYkmqnCw6JrQqsH3bBTsga,59453.60
8JsmriEw7YqVR9NzyH6M9P34TR8Difd8ZtDdP29Gd3bQ,59188.54
6UyjHYgzgFEUhHLPtQozXou2TCcERe11uN2zuRZnfLLe,58993.17
Ao8roDBTHUhh1h8EYrtgQWnLpqKkBeb51M5hMhC6Fc9G,58914.04
52pHBLgTkUNsZvgk1uiM3QQdYoCmYBNNrXWGbrpBLmQ2,58855.78
CYuAMhXF2nVgTag72RK3AYRJRKWyC1WLcpr52XM3Wz97,58621.45
HYApFjqxiMe1mhCKN5ZTPW3114KQ88k5aqeUg4AsruG7,58219.71
DAeDomtEstUnReNnuXnLusM1uw64hwnSQMTSGmXuMtab,57551.54
3QNDT4yfvctsYs5DKnbDCLdbdLWi9ikfB22wgTE3ZJjt,57155.48
9db5oHEA3JSFyHmf2MzWs95RhH6rEGP3kAdiNHypGiGW,57132.56
Bdcx1ARMYckeYppwtQZazciHK3Rr8Ae2Xo1AfdyifRXS,56981.15
Cyc5rjYnGDkyAdQZ4VboqRYFzxqDb3FBPe2qMzSj4qPr,56420.60
HPtTfRqALLq5JirEkfcZqw83sfxRZsSZWKvcEk37axVx,56158.00
6BEZRjRm6GvFhfqvFdT4V1X2HtmK41iZPrN9t6n6D5Eq,56080.25
6xNSby7LZFHsB9cJrLqLBrfaF4NPmGf312m5X1CGLsTu,56054.02
DRaB5kH9TfmDzaxtVELCK6aiBG9Tt9ttA9dyaY4yYUmz,56000.00
9utmx1WzxYVRcQLZj8TfLQ834pMMD95k8USFvr7wbq9x,55967.95
9xg3MMCrcsD7XFyX1GGqLdNfUoT6KvRFm38MCgiDfz3E,55860.00
97Dc1GANaXk2CF2MJrHHvQ7bUsSr1v24X9p4jXDSx3cc,55842.76
3HkMDCduJM8SgEDgqUsrTFARJSv3YMn5dUrMyo9iBG9D,55681.01
G7pBYfn76xykJUZXmZYvMCqij5eaTMgU38ZF6KuiN89M,55555.00
8ZY4MbSptxzo1cy7ew7Z6VYSYmC1jyhbVH9pbRFBFy5v,55386.50
A1JFY59cztiZJjYZob3Ki78V9R2zyV91TbReyDwtPhSr,55051.21
DF7pBACVnfWY3asoUucgg18Dn4WDnPsogsxxk4sbUDHm,55000.60
DbZkau8gCj2eX1YUx6AXR3MtHaLPnzzvSsQ764PkDw13,54996.17
Di7SLsRkfvfHyBbgGJ8jbbzWthAGrj9towW61QDrfyxd,54754.31
2YjK3MhcqzbK9QteUs7uyB75bTXvqX3aeF114MTpEnD6,54702.02
AsJvc67PN5eCuknf1nCDwXXdyU1SNfrJp7eW9TWXb7CG,54699.62
2PJy8g8dFgzXWHYLP2LsKz2ofSneFV6EBriLKqigGxA9,54531.30
