Account,Quantity(GOAT),Tokens Held,SOL Balance,Wallet Age
Fx78pHcTroB3QH2VHeVd4GYR2os4nzXNDN3nUVFrpgBz,251843.51,,,
Cz7T4Nrk15cYLe1MZLjtFupjuqdbNFBoXPdpcWa9LkMf,251579.56,,,
EYJEw9ktzyL32LwF8o2iDnrKG2EDVAaWTrc2ic3EF7cn,251260.66,,,
FJkKkW2ErMhb2mc1inhqu3djBVvQcHqicMZxKUMzrpcK,250550.29,,,
2GJCBE8WyQFMeD9ptqqjeTNuM6JNXJMZMPFhS1qWXrEd,250476.96,,,
EsipyPJFqbesjTgcvCWEi5gwDZZjAmnCvUjrQNTWbyKY,250378.02,,,
ExGybhYHG4bxHPKTvqovhrC4EEwCmwjNDcE4sx1Cjmze,250136.73,,,
3hsNtv3vm5uPtsGwKmjsSU2VMnh8w2JSd7kCw2tsfccZ,250020.63,,,
GaVqQQSX839yf53ePPS93h7LWFcxhCZsyjQvBCpkVxem,250001.19,,,
BjcHe1tZqcJ93RekSEks4hqY81Gx7qWTcZNvc76teXfM,250000.30,,,
FL4j8EEMAPUjrvASnqX7VdpWZJji1LFsAxwojhpueUYt,250000.01,,,
Rfhvb51Q2W7mkZHYhQ4fVKBrSGnbmvPRyVnHjEN4pHA,250000.00,,,
CscQ4gaSDm7DkW9SndA4nUhoNr8N2ZAwUEcFahcqsD1u,250000.00,,,
2vfQEdbwMg6YXB6smo4twMdQVLnEaAaMcaJeYbnmuRRV,250000.00,,,
7y8apZeuafb5W3M8VTKHEERKJ3XhXDxd5XuMMUBrhXtn,250000.00,,,
FCaNYudueLiddWUydqvU5CdLEFmsxpVHxdXH9gnu9kT9,250000.00,,,
7XE1MgogYXBPjE7qofCqSbS9FbVkBYU4cky9ajYq5ufA,250000.00,,,
91HydGW8TtCt5RUZUST1GY95NZiuWT9r5NaNxcXZXG79,250000.00,,,
BhsfEwEYfnJQhsCBo2ouYcoLYtuVSxG1rxuxWZ6mdcos,250000.00,,,
8QDMkw6suGnWN47eEkrHUvJ4UPQxBEkmA9ExWU7SWLgf,250000.00,,,
ER46cyCCG4KcxE9QkvUnXGdzMXNjn1KSWUEkDVqDmU2s,250000.00,,,
8tjAMLekDZMF4zTj874e6Nq1FUBudkbHTa6ukDRWfisJ,250000.00,,,
85sdBe4mLEK4Ks3FPggq6UXECM9bh88TXYFGGrNe7HGG,250000.00,,,
E75v9i5jUao51siVrY86DBKuCdLpbVDW7seSf5Nr1Smw,250000.00,,,
AH4i4EVy9Ww98ZKmsiYP71F8sc1WWoqcV8e5uNqC1PjL,250000.00,,,
Hkxw5834gdEFLTfWn6GqcADHTbjFhngwfmuaSVgm8ECa,250000.00,,,
5rJ51RAhXnUYDVC5CmK2DkX7y4fBk9wExcEJWkNnfyEE,250000.00,,,
AMgivqSuotc8E7WDkuZHy5Rn9vfUCCvtq2phErabWBSB,250000.00,,,
Em2RcU6MSYHNg6iKYHV2SqoKVjRqa1Vwo8WArZDwL8F8,249973.04,,,
45KqzgVjjw9QvHweetoGpUGAVZkZPMDdZtS63qx7f6GN,249191.15,,,
FiBvssTh1AzHNN7yV5156HJF6kH9DWyHxTgMBLj9BoDH,248638.04,,,
4NbNXSZ88udmHaXgL8RsDEg3gTHU3RpmNxXCV2aa8k2a,247180.93,,,
Bz6pwnEEtspxRVxwJycmDBZQFdAhDgPaJWvRcTP24ZP9,246678.83,,,
FnEyDjYCx17ung23bTfJf9jGtrFqymKrqNuBvqxCUfoA,246348.84,,,
BYL2n6WD6tK1tem6KZDrH4mbbdsce6zmHL9NXH8wZW77,246242.85,,,
6dUaYX9Z6aQPY66BgD4yzu1saifGAZLrhQqF9BugJxJ1,243708.12,,,
75seNsVe9RoQuXYeCF9gB31nsZJ24NLrRC474Kf1NfME,243300.47,,,
JAs5cispW7d2zNXkcMiUN89DQuTLHUL6Gq8cCSTMMJ6q,240598.71,,,
6XVHmEJUHz3zyGxcykS9GWXpU7z8RTJkUEWioQncnmJ5,240154.79,,,
At6CdsyuhQuZxjfLYkq8FnfXjsvZxnLUyUSGsVqk5FWt,240072.08,,,
A2BkkeYQMhYrovMBvpgcRpRRwrCeENQ66UwCjwazxvri,239569.94,,,
FH5nSHvSU8XfcvJTZuLyBiu9xhHGYcdkz2GfoxnjR8TK,238694.60,,,
FaSruv388BEUZGMZQURVPUthMDVe4TPGs7m8RWVMkAA4,237073.93,,,
Cps9o21TKDfdQD76gbFYnz1itcQzgGo4283oQX3F5pPD,237004.04,,,
FrqtqxBQq8UxzNqUCSch57YYMXtKRfcnvG3NxPgshBdh,236258.46,,,
2mYnTfkQGxzRe8v8HcAtnMXFRveyu7tNSgZfwaMeLGzf,234551.29,,,
EZBXgDZikdGoCHXLT78GMB2rUX1PVDrXntsY7KFgx7XH,233968.54,,,
9UfK6FbBTHdrsvHpKQ18Tz125V3ttvarLuyBea7SSkdP,232510.14,,,
8siTV1hTXbXappt2MKR1xiKJkhi25xVz5iCg72EBZJ84,232155.88,,,
92CgAg6CuCoevhgxsj4f69yGZw2BH9kQ9598ChrespVK,230722.78,,,
91HKuZ2WRE6e5rJyTZxEnqEiYARGxuf6QCtgx2g4L3uP,230400.00,,,
8DqAJAx9ncwjBjc2W5MZLrVApWxD2iuUMQxDho1Zpdus,229892.25,,,
8ExQtG9rfUmYz69hqD7DbknjKNKQ64HiVoq44GioYhip,229245.70,,,
76DanvTcZPrtpK8nJfoYvczXfVBwKj82Ab8jLAJuLea3,227878.81,,,
Cpk8c9BP3D6tyy1Uk42QFPX7ppsfLY5EGnWnHtShmUsM,227414.72,,,
Bufs7AufubH1xUSHkLxwvi8XYjykZ8s2W5n74A82kJE5,227338.35,,,
ADQ8hVkZGHJMF9kHuwVJgPCqGVgnfohL4KCahVmCtk13,225320.19,,,
Bxq9ty8C2apW92vjfj58XeMJjqsq6TzZjhy87VDvqEzt,225244.14,,,
4xKhvKveunZpTV27e9SU4xDozG1hjEnH8yMRkG53HeEw,225026.18,,,
7ya4aG8PmQ79q2t1X4hLRJmS6nmqkeAaa7maBXSVBiBd,225000.80,,,
H19Kbm7Z75kHjDtt81EV8HNHFbZRaXVJYYNb84GD1WHW,225000.05,,,
GzCRY3Qu8G9bTtLfLjRTcoFJdx9eHPCLscREwNUmTN2M,224986.12,,,
FccZVyny6ZVSYb1Uqgu2kPhyoHBJ4EvQB1re4e8Di6W9,223940.87,,,
6U4TBh3aJgiJ5EqCDEua4rP75HsqcfHapMKhhyuTqGuo,223895.94,,,
8uwHzSsctCfiXvDtMqZc1qzeQqiq4LMeTrbmVDV4Rkdj,223289.44,,,
6SM4ASWnQxfwotcJVPmSZurUtVxCwAk3RzYhsBYdbYpR,222996.89,,,
8zxwNfpTMnMtqGX2wt8u5okWcRXfX3RUYSz6YusrMRiG,222767.72,,,
DAdwP4Fah6Mvcig7AwmzezYXCWfiNdgejwykZVcJwrRp,222578.06,,,
AepD9827TknB3V5eYKWZZsLkgYFrLR5SHyn9NBXMScXN,222271.59,,,
J3aqdJBWKkSRJ5hyaQjNVhVCMv4KuHo655aUthyY7oXz,222222.00,,,
FhsomQfrChs3mTwVN2jLqHnQGwT2XiWrmqrSihfig3gn,222127.85,,,
5uCXD4wsxH289765zPxPkDJ2ELtF3nJcXTYsY1RWA1PG,221161.43,,,
8yBrCCs37ssEoPpLz5t2e7ARfEBRPbsR8VXA3ZCk31Pd,220725.68,,,
nUXgZpPAPCPbibNXkFx77NaXfAzWMScQj8hFyGJPYcs,220493.38,,,
4UioZkyhs4ui3FB4ESdXQXWszw4sn4XmXZa8mvossagc,220467.23,,,
C7wfR14EqZmzUwmaSDeFEmP558rDsYBc3Vox5NZKDbqv,220332.77,,,
GjRacG5qhTwQfUd5r8qAYdiUEVpArJt1T3VcYJh9SWR4,220114.25,,,
BjvpBPyAF56G53Q1QYJKHtB4DZ9UKzsTU4Q7c4miXPy2,220000.88,,,
4kb2wMFFt4aTQHxLcTPfgtwvch1iXRBJb8i22vceF8xD,218819.14,,,
7KRT1MtuybXQ8Zujxu4Gju3LabKm1mCqaiRcQZMRkUpa,218135.91,,,
9LJFbyQxw6PAkkC8rToc8oGXPbDYP3FRD7EyK1ZwivME,216500.04,,,
5LgS86kkG78DuW5tGf2A6w1aXYFZr8DNT8EBYFuGvPuZ,214886.40,,,
7jFqwH8sk7sBqecXa4X7GhnTdbQxF6xt7k1FiUV3ZAJz,213426.29,,,
AQxEbrCVnKJMC6TMKYnJ4geCn7RdUcjGQFVDzeFirqPb,213043.70,,,
4goE6ueNsamSkr4VcKTueV3dikbiDFhSRNMb9p4YS9GS,211798.64,,,
HmFU62ERdtzJf6xTPn7r5BjcydEGHctHT5i2HfTaJpRF,211416.19,,,
GCnCesT48KscB92StroDGi5EoAL1Vuq8Jr9cS9RSEtRg,210285.02,,,
7tckyorz5jukWk8LbXE2FPovTukKBJw1TLzqcWDAY4b4,210000.00,,,
HCx7cBfwz9HFCGNCGfDjtAjPXV7SYbvQ59NndgyGy86F,209765.65,,,
FeAoJTb1SsqcxeT1fgr69We57uaxdYuaRB3z1bSh88QN,209747.90,,,
BCcwTTqnKSosVuZMo93SysMBfkcGRLKm9VeU2Rn2n5EN,208506.47,,,
385MkPBB4kXDABDrDvcURP1T6kQmFZUySDvLVZnKQrDG,207032.85,,,
ABaXuK4sHRvFFU5rneUqnnMmiNUci31hU59Fwbcz7T2y,206168.08,,,
J5jzvT22u1Mt6de4gkBhEsTSTjBfYS7A6aF5jzu9ihkC,206005.09,,,
9QScSF5TssogYNUiNJJApXyd8WVbjKwiUXGKuNHv2cuY,205680.96,,,
Hfukfe8dNg6zPACNWVTj9zs3JJCaLytxD8fU8D6Vmrhw,205655.10,,,
7fh1VnjHUHyzGMQxjJB56pmd1jMYTGEY2CqBzFTKwt1t,205642.07,,,
2xmbUVAb8m5Xb9ngH19exicuLQ3h5VQvGViWpoG5ZETJ,205235.04,,,
3E3PCV7BdWzvc1rfQAkiR24ikToZrLzRrQL8NMsbVt25,204893.72,,,
AJRw8Lu5FDoPqh8cr8B7gEypRMNM7yY8F1QiMggCCQg7,203965.76,,,
Hnmkw3i2tKSvPbZsGoVQhDo6YGjNNXuDfWPv1qh4jHse,203750.40,,,
4XzBbek6GD5iNe8ABgFXUC9fVfZxEtcFePkRzUYBdfGe,203639.06,,,
8MMaHUVwb6eSJpZm4tiatRK132s7BtEkombNAgboB8C8,203415.92,,,
EgLEy41AHMxxSU9T3aV91HcnfbgCc9ka997AfXLxu4Go,203359.46,,,
CMq5vDV1Bntn7sDsXnt7XWp1rcgjpG1yiNvrrJ79QaaZ,202717.49,,,
6XfkYVub7b3cHvvEWxKhJEqJViZ6JLAw56SogL76MLty,202173.23,,,
2K3zCPNHyyPQidhayBPf3H9KrjTpGo3uxFzm6rKMT5ot,202090.78,,,
HxH7Zn67UQ8WpJDJVtzdAuY854Y64kVfVmFdij618xim,200923.39,,,
9X9AGN9b4QNZDWa8h3iYcwXVi4Mhr5hHgp73EL2AGawb,200898.83,,,
6Y6hsSfBYPgqtbPFBbjxtWay1gYvjfu2BJ5h5Wf2i95n,200412.75,,,
ALfS4oPB5684XwTvCjWw7XddFfmyTNdcY7xHxbh2Ui8s,200239.31,,,
5J3ADud3qu6ELwbh6aRw3XxfUTpUb4oGUgw2JMT9jG97,200133.25,,,
DrpWxiDYxQybJ7TPw9zuMubKUAW8eRVEhJcCYni7McyU,200101.50,,,
HQcn8HMg6usy7nGnQgws3j8P3DocjgZGxPQzVdkiKjL,200000.54,,,
5YYnf5WgpBq9Fi38NUNcSvKfcNdAxKNPCZkUfout2B7z,200000.49,,,
8B6ATH9QCYPDuE48nyneveWimrXuM4htZPdmzQ1APQb4,200000.19,,,
9mPZ72YLNfnpAUAGrEshbf8CuEcivZAyoJCnMZf5ELdb,200000.00,,,
GS7pnt6TYccywpECPt6Af7RvE9R1WAdaMPF8CsED2wMz,200000.00,,,
F86cXnqXsLqoAsJngoEEsdnfdWGatCTzVGeNPiTVuPdT,200000.00,,,
9FqftHAtAN2zUcdgAgR3dNEQG5BQuqxEVSssWwTN3ZC9,200000.00,,,
3Bo7B9acauFeFnxCojJjCrxQDmz86wc1BAYhCqdYpb9L,200000.00,,,
1wt8Az6PxjG6JFFaYpBbeXA3x9qdwVBrUqUqpytEqqZ,200000.00,,,
AhfdEJVqfb2QZVP45raiNryvnbBXTJ3NafMBJTDw7qCR,200000.00,,,
AiLe1D3MhUHiozJjCoyTfViMyB7hekYpsCGYP6RfSQex,200000.00,,,
81AgtBfDAxFSEvLyM7FybkHskM7cz3Y8ZX78uad5ZTB5,200000.00,,,
GdAetN9NzxjLoTqYGNkUM4v5cFGr84Quh2EGs1H4d2Hm,200000.00,,,
EkS5UF3ubKG5x8yY2oSn881NoyzVeZRh39h9QGBvypaF,200000.00,,,
8pJLdUxcfThixxPcHPtKcyQhLhZPoGrZqrSGnVYAkWRZ,200000.00,,,
7V8jaW8n8RGN7z9wms4BXbLDeRmerG2D6hU4mXZjsBba,200000.00,,,
HXCkDsBunQ46iuNewvmYogy5PmcrQJmLrdmXKTMp1Q5S,200000.00,,,
6frj1VKWfboZqsmPJGLfcpB7MMAryMBwiEM9RUAkoDeH,200000.00,,,
6xjYuJWvbSSRqMzMduFeHnooSfNWMjwxnfiS4gPLVjif,200000.00,,,
4tDe7Ms3rsb1CSc5JjWng2hVZmeDWjgBaYb6o1CjFpze,200000.00,,,
DMe3ddj7awSR3LFC64rjmCPexsrSv33QAxFoJux4vGH3,200000.00,,,
72D5Ca3Vc9rcsAd1jwDeFAYPBNy3imPo59cQZfPfqh7i,200000.00,,,
4crKbHoyphH621HQZEqRsDqfNdL8EaSXTHfZ1jaLqVcA,200000.00,,,
DdCdNmxotzEhQqbCfyoEMuE7YCmLWVeBjtjsoo1cJ3A5,199872.29,,,
G3ZN773XPd86eTBAFKYuLR2UisCQQ3gaiE6ZBVu1enX7,199043.69,,,
5bbRxEkJmECyPPLYiW5A8R5g63PAY1nCxGwYr1ckp2BV,198946.90,,,
GgwzupAkngegHsZGoaXSLgY9MzTvz4G8bRbyQF179EuA,198119.69,,,
BfUdusnKUcFTa8euLQ4HFaMCttvZUim2PqiVMhvDwNtv,198000.53,,,
CMefpwdSnxX7rBcU6B7p8hBWcm5ngt99BFRawHTvpLFt,197292.35,,,
BfkNvWDMwM46uQ2WYCr7xGzmtCtH39zf48NKJ5ozCNn9,196925.47,,,
GvrzbZtNcRwjpPAoAebedFDVVGEBvPLobJTnZf8X7UxZ,196804.19,,,
6XB5rddzwnkTfUTXgp9xF89Lcu92fw8RQSBVa88odRGB,196271.51,,,
9Wmhr1nTgTX82Y7p6C1zPo6grs6Fhx3HGKbKdHVeFDv3,196011.35,,,
2sVsCvpBBKgHSLgg5nY6zXMbCbvSdLvdPvauPLS3tFjk,196000.00,,,
2E1UKoiiZPwsp4vn6tUh5k61kG2UqYpT7oBrFaJUJXXd,195531.38,,,
9eBTTDjNTS1AKYzzVRjp8WUfds25zeenAPEnv4DicPW1,195056.83,,,
HwCohwgC93jotbKM4x8GN2KebSBTTNo8tVoKMTTXhEnC,194027.12,,,
6FUi5kMb3JHLUbSLVWKucfRzsggKF7sNpc3e8w85ybUH,193849.68,,,
4S85WDVRRZkg23zeuaZ3RBNGyxeWrYtbjfZVsg5VfZYQ,193818.22,,,
HwREF3pQYjKWGJJaNnGJy6NAt97ohdorXunenCAba5QJ,193724.67,,,
uchJfR4ahmnJS8N3zE91S1sJJtrZmGpRMt4Cx1ofKJL,193207.45,,,
GUGysi9u4xM3j52AmEW3jsPSM9xShPyuJunCLH46573S,192037.11,,,
H66jwkRuf1uTfziZXQMUyVSS4iXvyEote8Uv3ff8RsYE,191256.36,,,
6j17jGtckHn13mKRpjstAx8G7ccWAPpNu37d2qVu8c4g,190893.28,,,
GMdDsuU6eQmbsMEKR9YtxP6Lfbs9ezdQLbivcGXTzHFM,190527.94,,,
31MK4sBMcVA7FYNMHJmWUjpP6EpFt22AES7AmyzzGoi9,190125.01,,,
DbM4iW4URsq1y1Xbq44kFtpGWbaGrQBdvZKwT4RquMNL,190000.00,,,
7FjeSAGnBvPcRtmG4m3MVFUzBWF8TYisNBWXT6EcDyuU,190000.00,,,
R8fdqizUqYk5gdsJuR4sp48ryXg43o72z93dodiSXHe,189987.33,,,
5wzWZyRdxFhNJtbPDHuAFq25YzCgdNTeXULsWbWwW38a,189922.14,,,
EBqwzxHG7xnWhp1UvZcxfcftUHCrFB3pDNqtLCBCBNY3,189581.93,,,
2kCm1RHGJjeCKL4SA3ZJCLyXqUD7nEJ7GMtVaP7c6jQ8,187841.72,,,
GcWDjhDxwgRkQKGEjmL1PPimbasnn6L86GVCzPTi8MS4,186524.64,,,
Guvp24HqjYJuznp8SSxdERSNVRB8vCPB33fvkPZUSkTs,185160.69,,,
FP6YY3NFEJq8ULrZup9qfeo6R7eA6Jw6zZjyyxxBeB6q,184987.46,,,
3kVEnHFmvcuSm6K8U4MyvhNGAt23xrHsUU38JPnCp6ic,184770.74,,,
5hnQCLQNG3aZguTtkaRpojZRSzNgaF8mkYxRcxnAM3YH,184371.04,,,
6cByFhcpBxmuvpAcjJxdrwp4FgexGqQFycpDLDugsWxt,182830.65,,,
CHr8tjZ6ArWAunvpJ1Y8KKoh3Yaha3rePK4WbYkzuXHy,182661.54,,,
CicocGLqxD1HynwWsns6H5s4LF1ifnHb4y2vNstGSRhh,182348.47,,,
AGXfHN5m3Pm3wKyuwzxZuoMCZdZDu3hyct5NBgmQL8cD,181726.33,,,
5eYMVxUqtnwBtbQVbWpWEwZJPw1BpM4U3V3Z81igRWUv,180246.13,,,
8M4rt1P5uXza6NP6RHXT7iuYtz6dK1FK7WmRRq4gWE33,180000.00,,,
4BCaPo3ud1DAKhywZnXAistSQYpoCGu5ukMJLWjCNFG4,180000.00,,,
ATGSXkSjT5SoJYGURCSyMBA3E2yWfVSKfLrpAn1hyDhT,180000.00,,,
5557CNBFBPKfuKyqWzmT1YDBSip7EZubnPhNxyg47Gog,178397.47,,,
E1CumEEu6rk6tKgfhd3uEtxx3cH1QJHEFjVC6sWH3Lzk,177635.06,,,
DNxfkgmmAJ4wA3v8ftr5UCk4JHAvs3ehjBk4Rk9GiSoG,177544.92,,,
5qHb6PtgbynucS4GqhYUSxKQsis9RufB4aNVJ8NToYtf,177012.41,,,
CehFFrcLegD4ieEnqsu1xkBdYjp2ChQwoTSP7S6EiaAW,176258.08,,,
BaagBvGipUWk62DbfFYsVhKX4ZwvfG2NkRhNHfVjCCc,175834.38,,,
3LMV1btUznKL2KSB6sH7okUwrJCKZGWidJBPnWP7emQN,175683.00,,,
6Ee7NNNNCfbSXKD1u81616Qyj1jK34DyWvvH5BCEsMFU,174618.99,,,
J1TGsDFaArMKKiTKQpg9UVt4bjpwgbBWmnii4fCR6zMC,173965.03,,,
HF6myUTsXXPi3RyiAYuFtF4rgx8pKfAhbfCLKvyZf2Dx,173185.32,,,
DpRe9546cUxo5giQAHoK52eUswC3uiwuXyT3tkZmCgJ7,173059.77,,,
Dx2syZUZeDY4AC3wW74fr4HmncVGu5VrX7ewwkj7XLxq,172572.78,,,
BpGNtbfuP6xQP4Ut9qckM2ed4AjHEXAJhLpcGZdVnhdN,172275.00,,,
BKSXx2D2RJYBM7ZL5aTnA8TCW5P3DhG3VYFk1ZsguAKD,172216.70,,,
9arR1qnasFLLzgXzJmRE8LFYpM7niC1bnJnhNoHBBqab,171757.65,,,
2u7rRDDtzpQ3UNLM96g6vfZnmtQnN6jd7wfrk4tYnq4W,171087.73,,,
8Gt5HnA7hEAjHz3D7hkRvNbRJGPP43dMK9Be3HscUBwF,170650.42,,,
5XoGaPpxm6cNnXYAKgsMnQt2qFvui6Ag93M7fuL8NUiW,170178.13,,,
EZGrorngwBZWfD5Q2AiS5Z2NkGzy2Pt6QgmpPkg67BX8,170000.00,,,
GzgjPybML5uU7Ws3EcWT7jJQELbFD5dWc53xJkviWfpJ,170000.00,,,
HkCbLth6pAzZxRPgUddhU9mjzw6pgmUrDyAGTLRcQT2Z,170000.00,,,
4tzcBaHpoH1wceywe7vzcYkgBesSi2WjygQr7oHSbCBt,169752.97,,,
FVTA5Eb99qh3ZS3KttRutVvwghJnTby6rJbLgpKCSgRv,169743.38,,,
BGLknSExxjG69k2JnBB1ijvPxujWJbAEs3hm4BRqyoth,169000.00,,,
7HpBzXGrDcSJK1iSwwkYPe7ZXdf8gXGBfrGzzmWJtmww,167462.42,,,
EPKEYo9vPo9xeL4WLbri7dxCHnt3WJL6M3ddniMab1E4,167385.72,,,
EX9mUH2KALMU4TJSp9VkLWGFxt3mi9WLRdFPS7dVtxQ3,167098.07,,,
9zYCN4AwkMVrf4R4c33ZSyeMMYMM8wNkPXhW1NgYMh8f,166905.70,,,
9C7DFEu2hcRxeTvgtsiEhHdpJvPXnEke4nKZjgA131Vj,166472.47,,,
HRBqRm55HPiToRP5ZkY7RpxoTrkhtedNSSZeMiBSe5wF,165970.83,,,
8qFL8DgZoSUAZ4Us4hEM4pTpPCraiLn8Y1zgpe6Lv5e,165436.49,,,
7Mjg8z2FjLAvKGGZmAbz6z52z4K17Lb42QZxhhTtKBdE,165144.68,,,
65et2BaSKJa9xT3ngVMEDhvetF8ubBvqyxF3s3fgjXSu,164483.44,,,
65ekM7C8c5WkMdPRFrpX2wycfQTtNbA7DzBFJQTgjWkd,163704.28,,,
8w5XJTd7jczLxHiKbc4PavokjgLuwksbVkRDrwrFRBhe,163686.79,,,
EB1mM1CSbMDEyNeXzoHjy3NiBSZJFnmSmFVwwosHaWTi,163101.78,,,
F3CZNFtoa3H94iwpapPYqENSBD91SaDfLWXGUxeJ56NN,162489.65,,,
7wkFP7EHYTgeUG5ouX64ftTsMuXpR1gFCJK6knyp22Rd,162472.69,,,
66frGPzDujcrJT8Yn58Ld4TgVk7Evg5EwQdfc4j9QQ37,161981.75,,,
Ev5eLUkF7p8XyWiXkunvuQwjX9P3b9JrBbmf13X39Vwt,161922.15,,,
FcMTuCi5nZmZkgKeA5S4s6cwrHQr5zYKAfZfKRqDuR8U,161776.52,,,
2JkinR8V1RjX71tjWqd1eZR7dYBfb3MUSXzmLhYGcjE8,161696.36,,,
83nAunF7w488x6y1ksf8kdAWXjJjCWKDKbjcSLURihD7,160967.01,,,
3CwWo4PqrB1swBpaWQXZxqGfvbtUWGnXyxf914GZDQH9,160672.52,,,
AhxzRPdizP8Dg52aJHrczQphEcsPv36QocHujrcPtarU,160000.00,,,
7nH5nfm9Ab7otWZiyx2ZR2sF7ArZDTo4ahHn1g5jekdk,160000.00,,,
Aefy7fF8R2hprBuL9MzdoNr61JSqkkcHBJKBTJgpq5hq,159917.26,,,
5Jv7WnMPZJXXKMfJGHX9ESkYBq2L5oidpaJMmF2C1zEU,159229.52,,,
222jRvXbVn6KWKDzQBm1Ah4Xb7MTXkJeSsTCByHK2zT2,158938.78,,,
GUvXHQF93qAkw2B3ZdqyhFjNkBjsjgPZ5RKGi9KED6Dh,157295.88,,,
ruok2pybjpftuQ75qfzgHgebB91vSbCAK91dkButHdr,157234.51,,,
FQ5YFztypZwMWKQhMWvuzEqPNGH2yuwCTiqStW2mrW1J,157179.09,,,
F4ntGq9gUuk94EPidT7VxFE8dpSqZ6s4SnjuZMMb7GpN,157009.65,,,
F6CUgtxZPqzZxxUZbp3cT6CDm41XJwtZpYEdfyh9KbvR,156807.15,,,
5rfSbNoJU3oXUGaugfWDZvKSYiBLyofMPG8zif5aKfbN,156468.95,,,
GDaew3CBMjeyM39Tjb8BpbqqyXPeSqejZKz97pFbVVNk,155657.61,,,
6s3NtoktsnXdFosU7g815zSVuuTrF1yuyZWXvBHaVUtS,155487.43,,,
AxDB8Da1Wmme2LRn6eUPXSZvMcjfxE7rWkxZSqhhSdHW,155000.00,,,
7RmkMNQerKaVioRnmqZsHM5Gm8F3gngQG8umLNoK97q4,154885.79,,,
2ScpovPRFVY7BCRrxK88wVpgNoACTWxYYxZ4t1U3GsKQ,154704.75,,,
2kjE7wM8XcpgGSBxndy2DjS47bM9z4H7eqSR7d2V14xU,154541.98,,,
2YxthbPGiPhyK3ciitqMoujwuXep8nhzBYvVxUuoXHBG,154508.92,,,
ETwAcPeN87KmFm8xPBsSiQCuqnyLgLdU9qevbf5t8KLn,154503.75,,,
D7Lwt6j2hzDhy14oC5YdfXh4pPeoAGbaNWQZX2UCPUKZ,154347.60,,,
vV94fYMXGTZVFHyQ4sKEBxP3Wq3bGN6Hb8noebu3UF6,153843.56,,,
EskHYo7M8qYAg4nGyzMCXoEgrJbn7mVS9bpZi31LWi6C,153778.47,,,
2BLV3X4Wa47qdJJJhJnA6NqB6ZHBvPVsc8FevwQuSCwa,153431.22,,,
6v6rtV89bCFaUE3DxVyKJwNABqeqkEkhtkkdj7g5Wej1,153050.05,,,
E1o6wEBRVv8VjZKtWvzLXiZ2Cm84xnyaUkKeYNvMiX1z,152544.18,,,
7y7MFtM3i7P3Fg23jzLwztViWBoQQa4jqJRYJcUnHpga,152306.01,,,
B53eMtxDznzNz2HiwfvkkJFeyF57AeArHcvC6Qv2xEwt,151954.46,,,
ahGg6NuiCczfHaKVf5ANKVkFvXrGk6a58BmZb5wL2YC,151162.50,,,
DRvnZihmmGTuGoqHW9E1CaogpkXjnpnVdycNJcL9tdEd,151106.13,,,
DtLFNUfjzcjboPbxDKGcuPqa3URpq3uH3tcoPPbspe5D,150475.56,,,
Ei7PZRbbJxvUvUT94dP4XWu7ndH1PPSoAuCCqHJFZGYK,150309.87,,,
6KQXhe9hEiEagZU7LE733NKsMJi4GNGrpFKpv3Gy26ey,150082.40,,,
QWr7GA1rvmykPCaxQJgiLRvprpWz5R7WnFKgGskvKHZ,150006.51,,,
GsdHEeAghLhWNPQcZzKmwnRpkL4jwkPVTQybfe7nMNvc,150000.84,,,
8YEhG9ZuaFjodsiYKMBXWEBUo599KAJGQDefxETbEoit,150000.48,,,
JnMPMVCZ1P39pVz9pfMYmCnbbpdcGMzXqiz6BGCfMfb,150000.00,,,
C7Mqq4oi5sKusDYt76DfUQGu2TBoAewXNmMQ5iKtwfzR,150000.00,,,
CgPBgQYvk2FUNCcSX8kDfQf8NJYPWwwiojhtriQzZV94,150000.00,,,
3LG78wKNP4s1FC5b5o6WcwjzqNochbQ35gfKbzQsagyJ,150000.00,,,
CNUxMFX8LQ3oQ9tpXbwJrB1EoTDV42773ctqox95Qxv2,149934.33,,,
CSEncqtqbmNRjve42sNnbs5cCSmrjUNsAEwc17XY2RCs,149551.91,,,
eHaJekA6ovuB4KJdbS2xQEXCyvVWwxndcvCkz3FUcYb,149305.80,,,
EdKBbnfwkXHnS8JjGbYHwhXv6WvuwrLXmH1tV9dYbjr9,148494.41,,,
58ggrE3UkDAggW5SfMkBxD3qHrqieq49BFwjpJB8iAFu,147797.78,,,
BPdFLrK2b1Q2UcGzByVyBox8YtAMw8jsSoAeqFGgZyYJ,147745.61,,,
DFvgi58yX5sov4ba22v9XrTMovEgiRUoRtFXdfJ1K1TR,147495.25,,,
6i5PUoobRqveZWeaj6Y6CNmeiBA6swchEkRqn11zTEW5,147445.21,,,
AuMKdXFbMKyCfmnXqgdD6GRvXgzii7SgrxXZVPf7vrei,147119.33,,,
8VofoLz7RNn5A8Vqj2Er9p4gFMan7LXbHPieRaujcv3g,146984.31,,,
2tvxUyWDYuxiF8pkHicBp2pfx2i6n5LS3Knkw4KL2gsv,146914.18,,,
Heowq8Lt4rhiyPMb6cCLJEGNgEnN5VudskTGkRy84sQc,146500.52,,,
4EnEfi8htTgH23YmunAbVgNcm8rtvvitdPKEjhPauv1y,146137.43,,,
9vMKYnaAoTtVkJP5xVhTsU62kM9xukeXkz1Ny3ckTosX,146011.06,,,
