Account,Quantity(GOAT),Tokens Held,SOL Balance,Wallet Age
7b7WiSTDevsi8ug4b8cvE8qJjb9Hw4boQH2uKYr5NYga,685278.71,,,
37KXcHNpUJ8GWb9H46GM8TxzvC1AZMvXtWcpXsD2eZvy,684774.04,,,
3MjwoqZHAAbCQLBSn6DtmgL6rpazvgYaxBYGHaxiQYTx,683084.58,,,
JTY58ZExRWkTCYEiJmsnM5KWkwzpBEJpJRhiEf9yWfN,680190.66,,,
FzRwFTYByUDE4QXhbpVUQ7ym5QqZ5tn64AzvtCMZ5i1A,679381.27,,,
GpMmoUQVTcnCFfwc29VQskPDSfMPFgPWLYZXjY7pN5os,674666.34,,,
6k6jDG7tYGERtRBTSi4afKnuDeJJsD5GbCDWCgsTWHN3,667884.06,,,
2xsAdSfxz5uCTThArrCjbPKW2UyDT6bEwBD5zvmepno8,667029.10,,,
TnWocJeFuYUfVWMbM6UqnEam4XaxmbJThBK8maamz5U,665359.63,,,
HeMDS1NhqsuVgag8QmWdY5WPZAsxb2vEvZEApAqS45Sw,661008.04,,,
FVQ9tMDxguSAvjN2YNTxbMXgv11CtRzWfX8aYRtquVqT,658773.00,,,
5hK96fyAjhTWkvKU9e8rheYtaaQQXNFxkKVCA7U1aGTk,655404.23,,,
2VGkzbGdrovqKWunv6GJP34Vdr6cZ95uj16aoZSgXqkh,655332.56,,,
HXSAEgsXXZ7vaiSRvCiEE3T4nZDfEcJw19tSPbzuGEri,650136.52,,,
Fj7sRd1dUmiXEVdZq8hhyA7uQKnTUKZZXPpVGYi2tAri,642110.86,,,
9Y7DeMQUi9ma24MgiMA4DJUMKmh4dtEtNi7C9JRFpYLs,638561.07,,,
Gia9ZSNG3JnFxRvP86CeQ7CqJMFPJLZzjeR8CBTnr5fM,637615.41,,,
BgePMzgz3ahSvgqCioRVUUNB5aEKAHfn9VctZiwA9Vhe,637069.81,,,
AZVfvG7LmHQUxV76EopAtQvHsyQmpfA5EHJAWdC8n3cj,630227.52,,,
8EJJEXn5gM5EU7KBRYNYoE9UAnnwnfqBdfQJ9gbcA44k,627542.49,,,
7y5dEvubdMtenAUxY9PS7Kv7sS8QiKX6pibk2CKvmLW6,623503.59,,,
CAR4F9Re7kmpVW1knYDW7kgLVQLqPxLdnRZtivu17XHT,606167.53,,,
Aijx2nZ8zw9fF8XwGJ36WEmcqCanUq72JSjw9AJJnQuS,602904.05,,,
3ZESnKNm7HsBQoJf1idLRXq8mNHkzYb7kU79wGiRbPki,602877.71,,,
HX2MjwwKGperw4j6JzCeT51j74y7x1wkq21cxTXyzfFp,601140.79,,,
DD6ZW1oTiov1nGQbk5CcKLRaxvExzTDeupijMRQYZUPo,600455.20,,,
9SrhvQy5FW6RogPf7u2miBTA1WR4H1ASyUGozNicECea,600096.73,,,
HxXk4UxCmPUds9M86CyR9APrrhPUZHKPcuS8iJvX9T8x,600010.60,,,
FoMFvzXFbt7nch97hFfBK9EKp9miZcmvDXHhWD29jdbr,600000.00,,,
En1uzAkAQudAicPmFnAshtn5DvkebDcv7hnxFFKnDBbE,597905.95,,,
14hoSwXcL9AbCNJkLiT7VGPLNkey1U6Je4CFsArVGCry,594687.66,,,
6Sk8cKr4RSCg6VMcuSXbswVqkaHVBt7fpXoXbvygq4Ss,590000.00,,,
KRGa3msyC2amDzxBuJSVzrT5r4WWzmxXSm1BaMecYdT,587556.14,,,
H8dL24EyhXSsKtnn4e3MNx3KeVNtpsm3PA24VngyuxwA,584791.96,,,
5y9uWLNSSjCfN8ZzKAgYtCRT9K7P2yd5HrN4bByQykfg,582817.57,,,
78EQD9AmL5sp8J11o17tA7EUSRoEm9fRBsvcR3Cxt3iW,575818.62,,,
3RfesmTc4i5aTa2Ugma6Q22Sq7ZBPFqnVoJi1Vg6BdVj,570000.97,,,
BQqwcP1jw7hAy6A3WJxnf428SXN2Mt4eHiiEe2Gmmc8V,569964.07,,,
4bgdE9ozcBD9s5tGDC7tnDsTiTxyQ5NSUxRLV2qZLBuD,560000.00,,,
HMMmJmpoKFkAV3QHQ6FsN2U5xAqbxdTckvpbytnToUtU,558821.65,,,
2NkmdRWX4BHzSsvWJGd8Bda2NbcrGadAGJtMn3q2Aba1,557719.45,,,
4c7eMGCsFytu1HQoZ2XmdXq48cUVp3sGaUXy44XUiGWv,547192.86,,,
AVb7jByAupMA7Yth71ZNAvxvLG7wuLiSNmWAtAjiBRkd,546512.51,,,
BwRPTDj2y63NX5AAX3Lwfi9jfwW4dYcYpyrCTDkxAKdM,543174.57,,,
ANrJZimFmLFH1LpMQqhU1eEbXSHrjPV7jegHH5KV4wro,537992.88,,,
8mu2pK56PY2tGBKjY4CktAAv8AzgR8GHtTkLDDA3xzMZ,535625.57,,,
FeLULW5RCKDT2NuThu4vrAQ8BjH5YbU2Y7GbiZXYohm8,533965.23,,,
92PjuUhGoLoC4gMErfkRvWumZv9dDfMwWPisx8ZsEuc2,527239.21,,,
AGwxVWZgwA3P2681PPaNhi7dUDDDAbMiJeBAKxiCutkd,526742.21,,,
KANdtnAjqCUtzkpLEPZPc5gc2sQwJpB3bxDFvR5Y1Gz,520639.06,,,
J7MMirrPzsbNzC1mqAj28GHtgzBkpFscoWceZnUqHypq,520047.99,,,
3JMpeNKUTLtFrLJFH6t6oNAeXeCmJQLrVYATQPdRYXfg,519447.08,,,
5aa2ufW7jEGEo6XG2b8Rus2ADDjSowwcTBLj3zLndyTx,518982.19,,,
4NkiwgotPxhm7Td8uCYwHb5goE7cFgCLwSPpuTsM1ytN,508558.34,,,
6FEVkH17P9y8Q9aCkDdPcMDjvj7SVxrTETaYEm8f51Jy,507886.31,,,
EdUBmYz2mDuxuLwzx592CADFvVM7So6E2bFpkA7UrDNF,506207.54,,,
2VPCYaKCC61Ahit738GsL9whC4Bx6EFJU9ez32mfESf2,505189.43,,,
8RVC7xmD7MN7wAHvfDA5BR51K1m4myQLFWCnHx2bByHU,503306.05,,,
FdWGhg5yUPPh5cJyogAA43pX8uMTSsD6xGsmVtG24wom,501201.70,,,
CyHWA7ru59DRzdZASd7EpJFdn5JfuaSSe1Ges6g3XtLD,500798.95,,,
22Wnk8PwyWZV7BfkZGJEKT9jGGdtvu7xY6EXeRh7zkBa,500766.39,,,
8iybQUFmS6HXnJm6GGC72MUNopdUxvSffJB59mwi2uWU,500347.22,,,
DyrjBo1H5Zi1fqNczDk8VSVeuQkJF4gKEi73rX7KoDod,500151.32,,,
3wuUJDz65atnCpasBJH7xqBbr2iX8ejWmV177umuN3H6,500020.17,,,
5zbQtt1q8zq1SZY4Doc6ct6PP3DhW8cx5S5z2eTcBaMj,500005.29,,,
B1uqHdn2X8BUxNzDeztqQ8dwYFYcVL8uyawE4u55hY8s,500000.38,,,
DyeMq9z4oyTdr2aZQLGDK8QnKDFg4Bgc3jtcUKLeSKm6,500000.33,,,
FvimViqJ8PnhLXc911Y7c96bhr83RNjnMPbgkWY31R9k,500000.00,,,
fo6z1kTtYbgm6ipFowFyhRyipFu8zekJ9LBA24WSUaa,500000.00,,,
6JAmAx27jJvgjaUwKzPbRs3NPRr6YuvGbNDUtaW1o8Ua,500000.00,,,
BmVk5ZmrWmk6VVQSm2su6WHPpUZ4ksdk5HDvEZT5dKnU,500000.00,,,
Jf2JdtzCM7TKMD5TD1hjdNxXGTwkmJK5qMuRGTy5zZw,500000.00,,,
AFc1HRjFpGALFS5feLGg9YwNSMxa8A96DLBgZYb7jsx8,500000.00,,,
6gwrTfH8VW6ZWf6o6vQGUYAe2ZzgrNm6tb7KcbMjMc9K,500000.00,,,
A3zcKc9uWwxYEUMtxa8MtVXndTvUdjLywtkUJZDW3VEX,500000.00,,,
9wafWyZQdhDvMz6Y3MHYiG7YgTfFsHecqzVNPtaJ6AEU,500000.00,,,
8HGAwppUEQch3xC6pfp3Xh7CnpVWhZby1S3md4dqDDqN,500000.00,,,
56Xx2p9kYKAhD4i4dRto86Y9Kg4Hfm4Wo9VYTZiuBHyx,500000.00,,,
HAkAnx5t1j6nRXT7mzFrSbJkPsznfgcemCNZAdkmtYGf,497707.61,,,
ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1,497392.61,,,
21dJxmzBLQMYm3fn4rPvpgkFyY4XjxijWitYu26XwkdB,494652.81,,,
9rvF7BaoqeFt3Zj1yCs77SqSqTfKAXS44HuXPNXP8DKf,494264.39,,,
5DH6RchrfP2fxRE3QXUBPLmhedrY1hzP7D8WzocaWfLW,492705.70,,,
Gfgi79vUv9cs1WQu9YQuitgMxc37cymuc38dxChJkrf5,491895.79,,,
DfRHpn9WZavsAYT9u1d6Us6QPuFGJXwrNLmRPwkvbtM1,491523.39,,,
Hv2fiTd82BBL69wQAawTymqVJ2TCGWXnEuxzqWZB6RRF,491283.30,,,
Ca9aynD2uuGwLuhqvHKeQvW1n1syQk4RLACzuTjQeM1D,490784.34,,,
AmdrcKmdPedRYaFDeeLh16qDUQ6JMt8t4X5BTMLJwkeq,480101.75,,,
9gKUbeA8ufvgGScFwXAHoJjchy4w9Nvw7bz9vxiA7drP,480019.36,,,
GWRuYnWQZujv1JUvKuvAiJtqCuHLuERYohTPkRBuP5eC,478085.77,,,
6WUURJ3BTTB6e92Gbjhqt34SAW9ZHk2ma6PNmp1wpzyc,472158.97,,,
eExUAiAWbJPAuNknMj2s6uAEuaQNqoaS3MDJkWxW4Up,470000.00,,,
JhdkUMyrTe9mDbhBoFGNDWjuaeSazT7qyg7gJpePvkE,470000.00,,,
D4L6BMJRAsYcmtUCkvVhoJ82HqhieHZ8JmwvZQhZRtRC,467928.93,,,
97S4cXsrrPqbFANRpp5PFASgNhJq1RX5Ahsjz95J2fo,464781.56,,,
9j9D9n1wryKvi4cTc775akuD9cSJUk3FWHYsqw2ybbwo,463175.34,,,
GgpA1wfRE7C6UHvpXJ4Dtx5ZwFLnRA3y1iBoMhaKwDp7,460578.93,,,
LBs1QTeLg1ZJnaCjJiAiqgsAmZXepbf3hHMgwLidp4i,460000.00,,,
BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,457193.39,,,
BnoHUXuDRp5zVf3bRjNMSP12BecCfV9BTRNw9XpYtYqr,452586.43,,,
AzDByJsGm9gAVQPX8v8WS3iAs3PPdTwZZDDUNP2u5nVj,451632.07,,,
7T4L1WWEpymhzzGnrwYxLTmfuyxq8wTi81KrRMYBHVRq,451232.53,,,
AnyiYYecsbzSW9P35R3dy6Js2KpPCxaF7vpspMeWS6bV,450723.52,,,
7g7h2NXPGBoGemameoZnRLgcciqXaFeRC1dupZmAX7jt,447631.54,,,
GtLTGNHdUpJeQ9w5YEeFDAxXQMgYxsg6PXsXayPiPdud,445518.46,,,
6hkAFKTXda4p5AKp7dRqcUzgRPwthm63K5tjwcrn3Duv,433890.75,,,
2v1x8o66sLPpHcnppB8fV6tUgniHnDm7z8HWkJXZBZgN,431213.31,,,
CaThRVRVSse76ABbdJxcz3LSNcnoXoHqxc3DLm53LKuQ,431033.40,,,
3L6nduvNKXeycEGzsN1LADqdKNff2UCTGuuVbTS9Q5QJ,430200.00,,,
CRCLhwcP1HiWb4p7BL72rBk1WY8HFYPPVeXt7HApu8Qc,424951.78,,,
DPYvEgFE1Cn2cjvr7zZHEDEqDqRu4pUFwzRWzeneapvm,421656.91,,,
BhjvwZoCir2jqVrdGemebDFmTeMW3eENFrxYffkPfj1Y,416323.03,,,
8deLNfDAkXfJK9ss7vwNVLvieC71xXq5mn2Fphy2n8dm,413859.64,,,
AwoGfKWmXPQvZYErgELRVrApxfHxDK3MEywH2r6aANuW,410000.63,,,
A2iqkL2UcJkfSzjRn9dQMsmqfqSSAhV6jR8vC9QWCMd6,408474.56,,,
62QvSVu1Lm2Cups1wrDruQGXmfdWBC2ef1gUoMgT2Xdj,407207.09,,,
GGLZ1v5kVGrZUWGghb5H7HHNFMWEpZd1Q8RQU2fn4hfK,405522.42,,,
6bWnCMsLkQ9htDWJi5JjUAc6WDFmRXBbjAdCnWut9kT6,404445.02,,,
6MxgUd3C45Dmxr9qKKq6hpMiR6gFsziuDHRRDk5JK53L,404362.32,,,
Aca8KpkhjK4fGuYKbscFzDJeTpreRak4Fmp78HsaUjXw,404179.48,,,
6zo6YbQJDNN5J9jmXpLdxBihwCqxDMbToHuHBAE1hnT1,403487.00,,,
Ay9j9H5npJ5XxoDUPk2vaLx87z1nuhsQCLmjD33Mk1qx,402650.13,,,
EiwHRiWJeY3ugGTUksiuQcjWp5ZwSpLxSWkAjZoohnnH,401001.03,,,
EA9b5GuHmuT7GK493yWucEKFLHm1msdnnKpb8ii3KXK3,400575.06,,,
FsPxrPpidJTqne9Uut5wkzKLskXfmu1QEV3xt61tjMW7,400000.00,,,
7WRgmNhc1KZcWRe46FT6bMhasyRv7k96UBtyK7hm8xzg,400000.00,,,
CxKFkAu8LngjYmcCjT2siKyAiMrKjbTB96NRXg8jqHH6,400000.00,,,
CHSV2TzmmpTHoqi9xpAWdyZoCQJFSMWAQZZMjcHiJJzr,400000.00,,,
CyD3xm6fCwRCXNpR7bpaa58oYWC5TvjpjbmSmiVVkVqu,399620.58,,,
7wDE9W9YCPENvLophBfCSoqtrCYvMEGDDT3kxny1xS3t,399244.45,,,
Av6RMnMxYjiyQei7TXhfwLLY9HhkxYdQYycxU5gztxKb,396798.18,,,
HjEzvNU1DdjbBjqnTKDunqCCFQznaFAwR3r3YVsnVjtv,396650.52,,,
gEphsBBWN3No9991PDcQ1LfmADJZeyhsidEhZDdABMn,396534.96,,,
Gax1v7bt3HgkU8g9jYZcxjZ62txNu9UxUJrFVvkFyMem,395352.45,,,
BD9qasMjsi2eTW4sgcWHB7YgrVGsaFXuHfhqccubEZ32,388300.44,,,
ooLyEBUPfCnZjEgqo7nhNBLN5wQWuFyC9T5HkLFH5tb,388174.93,,,
CUkrid2iayZci2zpiHnE58EGo8SYrTniux6QEdMownsR,385000.00,,,
Cw32Ny2xcYdpfJmvFd7h2pRhcbcjoJFq8KrrA8YLwZeh,382000.00,,,
99Kz2jsaxPocetYtHgxGsD7igFCh5dr84eR7jS5K5JRa,380118.63,,,
ShgumwgkSueLbKRPWp11nePdw6Baja2s9T49x6fS6Jh,380100.00,,,
HEo97k3x6yFmmdvxDWNV8L5eQTxgQn2FP9r5QePnwZ5r,377067.35,,,
DV45xZjqrNBNkaXvWtksHrJzzzX8M3SgRfMoG4HVQmtz,375370.65,,,
HLndMQLuvjhKWvUJWTtQuTXxi8YsK4htPNoHpdE8TcoE,375215.69,,,
4EK2dKhK6q8cyekMBTyv9qicS5F22uUofiNBB2dVyHfW,372096.33,,,
GGMR3K3QUW88nwNQ4zxCeqqYZZquzdcBoTNKNyizWU51,371654.01,,,
DWjd65nVaCv16CF2VHdoZmZWGS6XSVq5R3nKeUMnnPRM,369319.05,,,
6EAo85U5GVkbU11CufM7aWmmjGjfY2ANGwkzpc3BbXQY,368573.32,,,
Ev1AaPu4c6L1QEXZiLv9DkNBa3ZigddiXYFTk9tN2DoK,366688.07,,,
5XVosSWwP5tJh5KzJUa3LerHgAht4hiyDRVMR2z8cwsS,361623.59,,,
J8smPmf2M8G7cG4YwPYepMZsEX6WLQQUuRtsn2BdbH7y,360190.47,,,
E1spZ87MXwQeYgHJJpWzdpGwk8MUeztv1Ukdn8NGxbNS,359006.41,,,
3od67CDLn9567L28GckH9yU5FCiDhKN7aJzBryeKDKtE,358958.52,,,
DJRBzFR9prUJkfQF3B4cMt9rsZfSsMYMRnYczHXCnuVD,358500.00,,,
4sKugtRpx4u8CoQv9mynvSqhx7EN5Vknqq8EheaRwCSU,356900.96,,,
Gy8LVgE1BTM31nM9bHrUMSnd8FqvPeV3KacbQgXY7wRK,356690.62,,,
7KZ7bS4QSEpu365fgWu4UtnLypapz4fNFE79cPT8bB9t,354056.74,,,
MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,353404.52,,,
FHj4z9EiZajHy7kjfmsUYSLddpqG8CfvLrZAx4x7qFY6,353081.76,,,
39hMyLvfiusDxnzKCZLhAFXcARvohGpZ2oNomzfaHCgB,352438.34,,,
BJhnUM2b8DvbxoxPrSbe5LBgsFijUr3nK9rtjXYdKDe6,351926.85,,,
4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,350725.53,,,
8vBgESm94xHZASyV3dCQtqSjEFKt3SyZ4go5BnhJpDTU,350000.00,,,
8hWLCnArJCZxUMHLX82JWReYLdYFo8axxyDxdbLxZxD3,350000.00,,,
GYMPj3Rouk35q1ox6xs7oenhHp6h5szaAHsrhwfeL8sy,348795.17,,,
9MjY67ZZTWjutUnksf9hUaXjnqYKhQxa2HdpaAybwFkH,347879.13,,,
HKqeFUrjncNpoc9PmiMe8hXGewCd75T5NhKuLTdKsZPS,346271.25,,,
5HKbZF6gTomdmjrudzcLgtc8pC1e4UY51cpJQLTaim2P,344841.22,,,
AbT4vY8jVaW1LgsWJzWn4CJNg7fnjUvdAF2u6USY42vC,341574.62,,,
GC3z7uLJnD2Qk3zfC9ByKcdEnLxjDEM3b26zrtZPwi4H,335745.56,,,
EauUC7FrP7fZZjiCqWYQaH3BBr2ANYCJCMPt2q7XqN1s,335000.00,,,
5242mrAfxNhq6f3Nf6bXvpdY9LYikJ4HNKTbfTAk5U44,334836.22,,,
9GemrjakJBJfGxKmetD34NLQiBCmaTdcxz4yBf4VhuYB,334674.00,,,
AwLjdfJAUuZ1ypF7AzntrUpjFyGm69AQRBCcdsjQvDpN,334388.03,,,
Ck3Aoerh7FmVN9G8FscUscV7t7LyEXtSKMbwmTRFHF5P,333603.42,,,
GJRZtaDEBUSeT5zn53KfA3dXrRECFxwFgTLjPz9uLFCj,333333.92,,,
9v3dHN64BpsR5fqMkbNDVdNcBS9nnNJagnUnTcq3M6pK,333333.33,,,
48vLz8BV6bgdfth83KYa1fpYcdmic7GKyoPBRUJuuBcQ,333333.00,,,
J1BGeK3ojLF5dqaNFLg7WkQToyYisY79pWvHHscTJcpD,331168.99,,,
Ea48x2L9M6t2YrjwuMJumXF48w4zS2TAXwG2bJtMwZoq,329021.91,,,
A5uyWW8uCHmYctbgwrmyfWggFUDqCAaAK9R7LXEohN4D,326500.74,,,
6TVnh8Mk5dAY2j6jQefGB2fPidfJCgSryLi4vCX8V6ot,325194.71,,,
6isHWy6DkATWhGmVygfhgeiBK1TSzPENy1xNB26YVqam,324500.00,,,
6k3XyjFhyWk5AHMRuMN3RL5evZK97qQTYpuCPoWDzwjc,323765.88,,,
8cTW3W7d5XQBub2ygW5N7nXnuB3zkyC8a5ShwG4gohzi,322650.87,,,
72X13Krh1nCM2rQbC7AoVGLyxGgdGQrH4PnkxmVX2j9u,321113.20,,,
2KT4JWiUiEfERdp34Wu6j2BjcfHFiYvyb8QxFdQKqqfD,320000.00,,,
HLmsDiLB69BENXN7UAGXF8ua9RPxqdCEwAeQGoZRmE4f,319621.14,,,
DGVbfiYerqF6JvjXYKfnGpJDi4auKrPhjkU61WS1r3kM,319045.76,,,
u46sEXd14bz5rBC6cv1EYvV7NFPCNBUa7pr1Hb74CZX,318952.30,,,
F2aZq2EU8tswPMxoCx5ThsMJRABfhC3scF8R3pGha4TK,318406.90,,,
3LGGoMVv6JcRgaJraiYdxPUt3jF51tGzRqdDK6Wdy6kK,318134.24,,,
GndwWWzyujEYFyuNxrX1inh9qLgTz1Qbz3MLqzzCHiJ1,315000.11,,,
Ea8obU1u14kBqNWHNa28F8rJ2BUudCSZ1SnmuNyurzgx,314650.09,,,
7bFYYtdG1xPThJBxH6PLYQxFpVQ9D23zri6tDr1TGE3C,314354.51,,,
23FhuJYzusyUTbvw2s6KuQbMMww4HQV923fbZ8GsM7jE,313517.68,,,
8Ejzv2FcS2n9qNuH3SSoreLBVBhRKcTq65aAogTirXJv,313213.55,,,
22reEqar1tHXoiVJqPnz9scUesfv6d4t56RpdeM7ESdD,312488.78,,,
5tkh1ajUBhdBufByashSYGe9psEfPRkgCUutohtq6w7S,310809.88,,,
FNLaq76sujfxXrYghT3W8beh3ikddMiyjtqW7dakLBMg,310708.35,,,
2fj3GdimGtNEo6MaaDeM176E759EmThWJZ2r7AmCSYPp,310345.71,,,
ByojjTM9gRq5wjBpWw8d9oKNMeQZRJ6ZQ4JVju3yTzi3,309837.18,,,
9pDD47urrbk4cRnqKE4vhUgf6Bi6SddbWsopmN3xs4UD,309000.00,,,
2GZ6YGW6cS8z7pBW7sYm9puwwL9EhTDsvQZNJ4amatzN,308029.44,,,
HWdeCUjBvPP1HJ5oCJt7aNsvMWpWoDgiejUWvfFX6T7R,306706.70,,,
Groc8u9oc5tMo8deW4neukySdyzLVQ5YbsEEMfiMMVBS,306000.00,,,
AtEKqxVhccPQGDMtgoQmZUExd4ARUD7Ke5L9sHmw7Ewi,305852.48,,,
G8qjGRCgNofmkVWtCcAcKFdJLUchze53C4c8ujkXFtrh,305000.00,,,
6bxrdVXcZ6MtNyxw4n8N98i8XjKWH3gGbgPUhiVDk6CC,303700.73,,,
7FRqm8NW8SHAcXo3YJTGNFyQuwb7TJcgaByswdPabY2m,302509.66,,,
DoEVVneAjDCmPKeqFo5EMKNYWsULWJ4Nj45TEe2oTb3W,302296.99,,,
8EcttMNEA5pwTkoxRC6V3EDCsvKfoqLhXdEDRkSR3YLh,302282.01,,,
Cp9sqmdpEYv1E2VkBVy6YratZJLfnHfpzu2bECsEpx4k,301558.73,,,
PWAhdhXbMwWjCd7gmCdPZ2osLXUn6x5ogiQsMRwkDek,300870.48,,,
Ho7TUkvGLn3AvdtBBdzoshWzapWNY8y1JAugSE1oXc97,300647.37,,,
Byne4zcbQyipRGRnLiuRZQJ3WMpRiaXaZRzF2Bmk1JLG,300599.69,,,
4NSYe2q8EUGsQ1B4jXtStx99tfpqJZ4ZjR5yALALDELt,300594.09,,,
FrFx5v35tX3o9s7qCaNGSrYbFq6kAhqb1qvrZXmcmSaJ,300002.27,,,
E9jkEkZ7W69in9hCygobnngEBpZDMLGrAByEiNhicG69,300000.76,,,
G2Wi7VA2TLSMq83FPp6a2cFSG43MiDuM6mcVbzEVJNS9,300000.57,,,
5iCuPUBYg4QbNnagfCi5N7oXGPmpsQcE1e6TLhUyXhp8,300000.24,,,
3EfS7AMNeXug4NGCbbWvZetGKJixMbnRmKtKWkAmzcRt,300000.00,,,
1G6p9aTfHJ1ChWaCdWeXofUs23xHFc876UNpVSuHL8o,300000.00,,,
9iMJhdhp9YkfryUE2SVw39U88LGqYjLB4W8BjWrTyD4g,300000.00,,,
4gchZUn5DpYcE64rZDQouY2bw2yAYGpZrE91aZwikshh,300000.00,,,
2fBg5oXaYe2twa7jDcNPN6JcZ4w2DoZZW2cMu24ufKss,300000.00,,,
GPNa2wjj198BfSUWGDHBDUsJV2UNQ98QbCRqnQmaeuUC,300000.00,,,
GSgJ7H3PGMwp4QxBuq5ovnKiv39uc1NMoyRjA4xZ9UQs,300000.00,,,
3MsiNY5TzMdSfUUYYVdGQkCjnzA9DvdPyJt155tvdKHR,300000.00,,,
2wUamxb4Yq5HUmKvzsWn2k11KriKrmSqULB4X1Qf9cr9,300000.00,,,
4AfJEwtGaVoEPf188ZSTiqCJJ2q9GEfdaXUbLtqGH5Dn,300000.00,,,
CKtirNusee3zWJoY8zccD3QE6vXHC8CazWhv6bK2ivaT,299997.60,,,
3zX9B4cpdfZ8j8MAJ85rrr63r2sRqi9ncs3gbHrxxpRw,299640.73,,,
9wb9ff5JQd43M5bXQ3exTV5xFfq1a4nccr9MTWF9hXPz,298933.50,,,
6GNMwY6GdVpdfkv5q67m8sY5bodEcMk2SBNWKiFSdwnc,297043.89,,,
CBMY18UEPHdXxAvRkdSCr421NrYYSBxySbz9jVgG62jS,296361.47,,,
9yoWbezdek15y8ihddscUhXeQDrLTy6SqdKYjp73feGR,295099.90,,,
GydcNz8CCVc6M96UNQAyhrgWuMXUj3nS3DoG56NcbzdJ,294907.23,,,
9UgaSMV2yTvNwatdsZbFZWRGRBuYTz2GUs3wtykYe9ec,292141.73,,,
Fr5FF864uoDW7p9ieSiBqFBASdSnGGortQxmtQmzXW3o,291226.38,,,
3XrqaGdaurstgTjbjoX4FpFUX3aSh3Abig99RkPGK1rG,290870.01,,,
5xJZoXj43X46xVqKCLazbW69WTLqJd5FYZaQYBxnTgoJ,290180.81,,,
BFoHQU9KCBSo3LKKyGcP14bW9sySucZRYVzc1Zm4fZ6W,289353.71,,,
G3ztVULQTspy6wBwKVtGHMfX3GBi1FtsfQHzz3RU2bon,287941.09,,,
5x8JTwuN4UcUGEHBAjR368WM1yKymiMs6ggZPBpKyW5N,286411.71,,,
D3KknuBW5Vep3r23R1dqnStQEbynJDSckmxqAdgmw1RU,281528.87,,,
BEKrGEkBNPKWV37nsSYLW2xfZZov68NCKRz78rPAMRFB,280047.46,,,
A6L6oJyviSiCAo5a4Ceu8DHvtgVUkSWqzZGtMhoXP3bs,280000.01,,,
HBLQpWaoCxiCeKfjcPtjgUxE5fE4yVsHSyz2caoR1Hio,280000.00,,,
HD8z415vckQP2wRAdPPkz7e4DEAsuxQB6Sox8AkxzXcA,279547.40,,,
9PUNjd7QdaRkq6FeMVMoUvQSZMAkeN6ZbMVrUtWntmc3,279239.25,,,
3VspeMveisHA936vwJ1WPvfHgjVHgEX1yLEgSZKnSDz7,278925.94,,,
46p8QtYda1uqJ3pAKG4vFa66BURmcGMgFUDRytzyyTGW,277877.94,,,
8BcpMq5g2jrXHiETmPQFiQzNDwpVNqmXU9saiBiet9M9,273988.29,,,
HCFxjfFKM5hkDEouMt7n1AWvUuWKZrCUQEcLY2TJMR2a,273833.84,,,
2u6GorMBHWkYr6HAFZEJY8xZdjzceiyjwEYrDsocWJuE,271887.66,,,
F7Ui1aJUjiS4RQgigDzFxQMmxnaRjsBkUQej9L4eLMkd,270000.00,,,
6rmJ5cmu9FTmaF3AV3onVxdBB7Fft1uRmYt8LfWL2ZCq,269170.44,,,
EiixoJsKj4jXgdcscdStMZzedXquQvoWxos1e3yaNm2Q,268932.50,,,
3UStqDjRAEnL1S4dyRp2ujiF4GhS2vpxsfjU6ma6xsaJ,267856.44,,,
2i4EBgjpfjmCrxiTy2qU7rBGUMB4VGjEtQfhgYNR5ds7,265392.40,,,
F6L8BKSqffFYCnH3yMYbJcKWKzLCZF8q2J5KBZvDsw1Y,263887.57,,,
7fYfR856EPnPMyGWw9TXDVrVM3rdDGHP4Npt9GeNNgUh,263815.25,,,
AAbAhqHxC9HvCjB7odMaT4fiGegABu2NKFAxXYsEwYZB,262440.00,,,
8zf8S1YoSuC41urvXNyAvdqbrELoKKgjpYZ416LkeQZQ,262438.23,,,
8GkNBM8DEXTfyNuPtSjMJw5opCzDXEW8Znx1m6VFmj2N,262215.00,,,
7Vq3ATcXqvZZJzYTwqM5KqnwgzyPFYvFuqJpuM786gwn,261506.33,,,
5kCSTQLrhT1U4qSooc3bG2aM7JCQGPqMsjcRXFhJJNB1,260743.45,,,
9iRrNkFrAjhNK3R7usu2dtTPapGN2ChC7VNZmU9mhc7C,258830.58,,,
9obVUc95h3PTF5upuCUnMzWUNmTGxEibqVckThXYD7fD,257384.25,,,
8bmTGewNYjzqPYsiB75pqR3DxsJztFzvrcWSVponCfen,257122.38,,,
AUfUU6xf1odt5CuZsCgajKr9ZaLtWAmCnBkZsh9sfTsY,255979.99,,,
BuE4MxBbU6jYaJvtPEFe7JvcouVonxwJQfyLk2sPYD5u,253680.80,,,
ABUB6HBzHuknR1szrJJ6ExgMJuw2Y5VHXGuVNWyfsGiL,252773.74,,,
GQZDEpBnbT13v6oES7L4vMwV3svpUMcHcWNmbShUuRnM,252300.00,,,
8tPuqMNjHuszDxjQS7AKepKsPrC979UbMzBPKgoysxSp,251891.00,,,
